Timestamp,Model name,Paper title,Bibtex reference,citeCommand,Year Published,Generative model,Trained on code,Reference to Permissive code,Custom Github scrape,Dataset name,Programming languages,Description of dataset (copy from paper),Dataset available,Trained on file level code,Notes
12/29/2023 16:46:07,WizardLM,WizardLM: Empowering Large Language Models to Follow Complex Instructions,"@article{xu2023wizardlm,   title={Wizardlm: Empowering large language models to follow complex instructions},   author={Xu, Can and Sun, Qingfeng and Zheng, Kai and Geng, Xiubo and Zhao, Pu and Feng, Jiazhan and Tao, Chongyang and Jiang, Daxin},   journal={arXiv preprint arXiv:2304.12244},   year={2023} }",\cite{xu2023wizardlm},2023,Yes,Yes,Yes,No,BigQuery from LLaMa,,,Yes,Yes,
12/29/2023 16:51:42,mBART,Multilingual Denoising Pre-training for Neural Machine Translation,"@article{liu2020multilingual,   title={Multilingual Denoising Pre-training for Neural Machine Translation},   author={Liu, Yinhan and Gu, Jiatao and Goyal, Naman and Li, Xian and Edunov, Sergey and Ghazvininejad, Marjan and Lewis, Mike and Zettlemoyer, Luke},   journal={Transactions of the Association for Computational Linguistics},   volume={8},   pages={726--742},   year={2020} }",\cite{liu2020multilingual},2020,Yes,No,,,,,,,,
12/29/2023 16:54:16,CodeBERT,CodeBERT: A Pre-Trained Model for Programming and Natural Languages,"@inproceedings{feng2020codebert,   title={CodeBERT: A Pre-Trained Model for Programming and Natural Languages},   author={Feng, Zhangyin and Guo, Daya and Tang, Duyu and Duan, Nan and Feng, Xiaocheng and Gong, Ming and Shou, Linjun and Qin, Bing and Liu, Ting and Jiang, Daxin and others},   booktitle={Findings of the Association for Computational Linguistics: EMNLP 2020},   pages={1536--1547},   year={2020} }",\cite{feng2020codebert},2020,Yes,Yes,,,,,,,No,
12/29/2023 16:57:31,GPT-1,Improving Language Understanding by Generative Pre-Training,"@article{radford2018improving,   title={Improving language understanding by generative pre-training},   author={Radford, Alec and Narasimhan, Karthik and Salimans, Tim and Sutskever, Ilya and others} }",\cite{radford2018improving},2018,Yes,No,,,,,,,,
12/29/2023 17:01:45,XLNet,XLNet: Generalized Autoregressive Pretraining for Language Understanding,"@article{yang2019xlnet,   title={Xlnet: Generalized autoregressive pretraining for language understanding},   author={Yang, Zhilin and Dai, Zihang and Yang, Yiming and Carbonell, Jaime and Salakhutdinov, Russ R and Le, Quoc V},   journal={Advances in neural information processing systems},   volume={32},   year={2019} }",\cite{yang2019xlnet},2019,Yes,No,,,,,,,,
12/29/2023 17:20:27,GPT-J,GPT-J-6B: A 6 billion parameter autoregressive language model.,"@misc{gpt-j,   author = {Wang, Ben and Komatsuzaki, Aran},   title = {{GPT-J-6B: A 6 Billion Parameter Autoregressive Language Model}},   howpublished = {\url{https://github.com/kingoflolz/mesh-transformer-jax}},   year = 2021,   month = May }",\cite{gpt-j},2021,Yes,Yes,No,No,The Pile,"Assembly', 'Batchfile', 'C', 'C#', 'C++', 'CMake', 'COBOL', 'CSS', 'CSV', 'Clojure', 'CoffeeScript', 'DM', 'Dart', 'Dockerfile', 'Elixir', 'Erlang', 'Fortran', 'Go', 'Groovy', 'HTML', 'Haskell', 'INI', 'JSON', 'Java', 'JavaScript', 'Julia', 'Kotlin', 'Lisp', 'Lua', 'Makefile', 'Markdown', 'Matlab', 'None', 'OCaml', 'Objective-C', 'PHP', 'Pascal', 'Perl', 'PowerShell', 'Prolog', 'Python', 'R', 'Ruby', 'Rust', 'SQL', 'Scala', 'Shell', 'Swift', 'TOML', 'TeX', 'TypeScript', 'Verilog', 'Visual Basic', 'XML', 'YAML'",The model was trained on 400B tokens from [The Pile](https://pile.eleuther.ai/) dataset with 800GB text.,Yes,Yes,
12/29/2023 17:35:01,GPT-C,IntelliCode Compose: Code Generation using Transformer,"@misc{svyatkovskiy2020intellicode,       title={IntelliCode Compose: Code Generation Using Transformer},        author={Alexey Svyatkovskiy and Shao Kun Deng and Shengyu Fu and Neel Sundaresan},       year={2020},       eprint={2005.08025},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{svyatkovskiy2020intellicode},2020,Yes,Yes,No,Yes,,"Python, C#, JavaScript,TypeScript","We collect a large unsupervised source code dataset to train and
evaluate the code sequence completion model. It comprises over 1.2
billion lines of source code in Python, C#, JavaScript and TypeScript
programming languages, as summarized in Tab. 1. A total of over
52000 top-starred (non-fork) projects in GitHub has been selected,
containing libraries from a diverse set of domains, with over 4.7
million source code files. We split the dataset into development and test sets in the proportion 70-30 on the repository level. The development set is then split
at random into training and validation sets in the proportion 80-20.
The final deployed model is retrained using the entire dataset.",No,Yes,
12/29/2023 18:08:11,CodeRetriever,CodeRetriever: Unimodal and Bimodal Contrastive Learning for Code Search,"@misc{li2022coderetriever,       title={CodeRetriever: Unimodal and Bimodal Contrastive Learning for Code Search},        author={Xiaonan Li and Yeyun Gong and Yelong Shen and Xipeng Qiu and Hang Zhang and Bolun Yao and Weizhen Qi and Daxin Jiang and Weizhu Chen and Nan Duan},       year={2022},       eprint={2201.10866},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{li2022coderetriever},2022,Yes,Yes,,,,,,,No,Trained purely on CodeSearchNet which is not file level
12/29/2023 18:13:02,PRCBERT,PRCBERT: Prompt Learning for Requirement Classification using BERT-based Pretrained Language Models,"@inproceedings{prcbert, author = {Luo, Xianchang and Xue, Yinxing and Xing, Zhenchang and Sun, Jiamou}, title = {PRCBERT: Prompt Learning for Requirement Classification Using BERT-Based Pretrained Language Models}, year = {2023}, isbn = {9781450394758}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/3551349.3560417}, doi = {10.1145/3551349.3560417}, abstract = {Software requirement classification is a longstanding and important problem in requirement engineering. Previous studies have applied various machine learning techniques for this problem, including Support Vector Machine (SVM) and decision trees. With the recent popularity of NLP technique, the state-of-the-art approach NoRBERT utilizes the pre-trained language model BERT and achieves a satisfactory performance. However, the dataset PROMISE used by the existing approaches for this problem consists of only hundreds of requirements that are outdated according to today’s technology and market trends. Besides, the NLP technique applied in these approaches might be obsolete. In this paper, we propose an approach of prompt learning for requirement classification using BERT-based pretrained language models (PRCBERT), which applies flexible prompt templates to achieve accurate requirements classification. Experiments conducted on two existing small-size requirement datasets (PROMISE and NFR-Review) and our collected large-scale requirement dataset NFR-SO prove that PRCBERT exhibits moderately better classification performance than NoRBERT and MLM-BERT (BERT with the standard prompt template). On the de-labeled NFR-Review and NFR-SO datasets, Trans_PRCBERT (the version of PRCBERT which is fine-tuned on PROMISE) is able to have a satisfactory zero-shot performance with 53.27\% and 72.96\% F1-score when enabling a self-learning strategy.}, booktitle = {Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering}, articleno = {75}, numpages = {13}, keywords = {requirement auto-labeling, prompt learning, self-learning strategy, requirement classification, zero-shot learning}, location = {, Rochester, MI, USA, }, series = {ASE '22} }",\cite{prcbert},2023,Yes,No,,,,,,,,"Based on BERT (encoder only) and is only used for classification in the paper, so I marked it as non generative."
12/29/2023 18:21:39,seBERT,Based on BERT and is only used for classification in the paper.,"@article{Trautsch2022PredictingIT,   title={Predicting Issue Types with seBERT},   author={Alexander Trautsch and Steffen Herbold},   journal={2022 IEEE/ACM 1st International Workshop on Natural Language-Based Software Engineering (NLBSE)},   year={2022},   pages={37-39},   url={https://api.semanticscholar.org/CorpusID:248506056} }",\cite{Trautsch2022PredictingIT},2022,Yes,No,,,,,,,,"Also based on BERT (encoder only) but it is used for issue prediction in the paper, so I marked it as generative."
12/29/2023 19:18:28,TraceBERT,Traceability Transformed: Generating more Accurate Links with Pre-Trained BERT Models,"@misc{lin2021traceability,       title={Traceability Transformed: Generating more Accurate Links with Pre-Trained BERT Models},        author={Jinfeng Lin and Yalin Liu and Qingkai Zeng and Meng Jiang and Jane Cleland-Huang},       year={2021},       eprint={2102.04411},       archivePrefix={arXiv},       primaryClass={cs.SE} }",\cite{lin2021traceability},2021,Yes,Yes,,,,,,,No,
12/29/2023 19:23:51,GraphCodeBERT,GraphCodeBERT: Pre-training Code Representations with Data Flow,"@misc{guo2021graphcodebert,       title={GraphCodeBERT: Pre-training Code Representations with Data Flow},        author={Daya Guo and Shuo Ren and Shuai Lu and Zhangyin Feng and Duyu Tang and Shujie Liu and Long Zhou and Nan Duan and Alexey Svyatkovskiy and Shengyu Fu and Michele Tufano and Shao Kun Deng and Colin Clement and Dawn Drain and Neel Sundaresan and Jian Yin and Daxin Jiang and Ming Zhou},       year={2021},       eprint={2009.08366},       archivePrefix={arXiv},       primaryClass={cs.SE} }",\cite{guo2021graphcodebert},2021,Yes,Yes,,,,,,,No,
12/29/2023 21:17:13,BERT Overflow,Code and Named Entity Recognition in StackOverflow,"@inproceedings{tabassum-etal-2020-code,     title = ""Code and Named Entity Recognition in {S}tack{O}verflow"",     author = ""Tabassum, Jeniya  and       Maddela, Mounica  and       Xu, Wei  and       Ritter, Alan"",     editor = ""Jurafsky, Dan  and       Chai, Joyce  and       Schluter, Natalie  and       Tetreault, Joel"",     booktitle = ""Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics"",     month = jul,     year = ""2020"",     address = ""Online"",     publisher = ""Association for Computational Linguistics"",     url = ""https://aclanthology.org/2020.acl-main.443"",     doi = ""10.18653/v1/2020.acl-main.443"",     pages = ""4913--4926"",}",\cite{tabassum-etal-2020-code},2020,Yes,Yes,,,,,,,No,
12/29/2023 21:36:29,ALBERT ,ALBERT: A Lite BERT for Self-supervised Learning of Language Representations,"@misc{lan2020albert,       title={ALBERT: A Lite BERT for Self-supervised Learning of Language Representations},        author={Zhenzhong Lan and Mingda Chen and Sebastian Goodman and Kevin Gimpel and Piyush Sharma and Radu Soricut},       year={2020},       eprint={1909.11942},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{lan2020albert},2020,Yes,No,,,,,,,,
12/29/2023 21:45:05,RoBERTa,RoBERTa: A Robustly Optimized BERT Pretraining Approach,"@misc{liu2019roberta,       title={RoBERTa: A Robustly Optimized BERT Pretraining Approach},        author={Yinhan Liu and Myle Ott and Naman Goyal and Jingfei Du and Mandar Joshi and Danqi Chen and Omer Levy and Mike Lewis and Luke Zettlemoyer and Veselin Stoyanov},       year={2019},       eprint={1907.11692},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{liu2019roberta},2019,Yes,No,,,,,,,,
12/29/2023 21:53:57,CodeT5+,CodeT5+: Open Code Large Language Models for Code Understanding and Generation,"@misc{wang2023codet5,       title={CodeT5+: Open Code Large Language Models for Code Understanding and Generation},        author={Yue Wang and Hung Le and Akhilesh Deepak Gotmare and Nghi D. Q. Bui and Junnan Li and Steven C. H. Hoi},       year={2023},       eprint={2305.07922},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{wang2023codet5},2023,Yes,Yes,Yes,No,"CodeSearchNet, GitHub Code Dataset (latter one is file level)","Python, Java, Ruby, JavaScript, Go, PHP, C, C++, C#","We enlarge the pretraining dataset of CodeSearchNet [Husain et al., 2019] with the recently released GitHub Code dataset3. We select nine PLs (Python, Java, Ruby, JavaScript, Go, PHP, C, C++, C#) and filter the dataset by preserving only permissively licensed code4 and files with 50 to 2000 tokens. Besides, we filter out the overlapped subset with CodeSearchNet and other downstream tasks covered in our evaluation by checking their GitHub repository names. Note that although we employ the deduplicated data version in which duplicates are filtered out based on the exact match (ignoring whitespaces), there might be some potential remaining duplicates. However, we do not expect any remaining duplication will impact our model performance significantly. We use the CodeT5 tokenizer to tokenize the multilingual dataset, resulting in 51.5B tokens, ∼50x larger than CodeSearchNet.",Yes,Yes,
12/29/2023 22:06:11,UnixCoder ,UniXcoder: Unified Cross-Modal Pre-training for Code Representation,"@misc{guo2022unixcoder,       title={UniXcoder: Unified Cross-Modal Pre-training for Code Representation},        author={Daya Guo and Shuai Lu and Nan Duan and Yanlin Wang and Ming Zhou and Jian Yin},       year={2022},       eprint={2203.03850},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{guo2022unixcoder},2022,Yes,Yes,,,,,,,No,
12/30/2023 10:22:54,CoText,CoTexT: Multi-task Learning with Code-Text Transformer,"@misc{phan2021cotext,       title={CoTexT: Multi-task Learning with Code-Text Transformer},        author={Long Phan and Hieu Tran and Daniel Le and Hieu Nguyen and James Anibal and Alec Peltekian and Yanfang Ye},       year={2021},       eprint={2105.08645},       archivePrefix={arXiv},       primaryClass={cs.AI} }",\cite{phan2021cotext},2021,Yes,Yes,,,,,,,No,"It says it was trained on both CodeSearchNet and GitHub Code Dataset, but they extract the functions from the github file, so it is not file level."
12/30/2023 13:35:52,WizardCoder,WizardCoder: Empowering Code Large Language Models with Evol-Instruct,"@misc{luo2023wizardcoder,       title={WizardCoder: Empowering Code Large Language Models with Evol-Instruct},        author={Ziyang Luo and Can Xu and Pu Zhao and Qingfeng Sun and Xiubo Geng and Wenxiang Hu and Chongyang Tao and Jing Ma and Qingwei Lin and Daxin Jiang},       year={2023},       eprint={2306.08568},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{luo2023wizardcoder},2023,Yes,Yes,Yes,No,"The Stack (used through StarCoder), Code Alpaca for fine tuning with Evol Instruct",All languages in The Stack,"We employ the following procedure to train WizardCoder. Initially, we utilize StarCoder 15B as the foundation and proceed to fine-tune it using the code instruction-following training set, which was evolved through Evol-Instruct. To construct the training dataset, we initialized it with the 20K instruction-following dataset called Code Alpaca .We iteratively employ the Evol-Instruct technique on this dataset consisting of 20,000 samples to produce evolved data. After each round of data evolution, we merge the evolved data from all previous rounds with the original dataset to finetune StarCoder and assess the pass@1 metric on HumanEval. Once we observe a decline in the pass@1 metric, we will discontinue the usage of Evol-Instruct and choose the model with the highest pass@1 as the ultimate model.",Yes,Yes,
12/30/2023 14:34:57,GPT-Neo,GPT-Neo: Large Scale Autoregressive Language Modeling with Mesh-Tensorflow,"@software{black_2021_5297715,   author       = {Black, Sid and                   Leo, Gao and                   Wang, Phil and                   Leahy, Connor and                   Biderman, Stella},   title        = {{GPT-Neo: Large Scale Autoregressive Language                     Modeling with Mesh-Tensorflow}},   month        = aug,   year         = 2021,   publisher    = {Zenodo},   version      = {1.0},   doi          = {10.5281/zenodo.5297715},   url          = {https://doi.org/10.5281/zenodo.5297715} }",\cite{black_2021_5297715},2021,Yes,Yes,No,No,ThePile,All languages in ThePile,"GPT-Neo 2.7B was trained on the Pile, a large scale curated dataset created by EleutherAI for the purpose of training this model.",Yes,Yes,
12/30/2023 15:02:35,CodeParrot,Natural Language Processing with Transformers,"@book{tunstall2022nlp,   author    = {Lewis Tunstall and Leandro von Werra and Thomas Wolf},   title     = {Natural Language Processing with Transformers},   year      = {2022},   publisher = {O'Reilly Media, Inc.} }",\cite{tunstall2022nlp},2022,Yes,Yes,No,Yes,CodeParrot Dataset,Python,The model was trained on the cleaned CodeParrot 🦜 dataset in two steps. After the initial training (v1.0) the model was trained for another 30k steps resulting in v1.1.,Yes,Yes,
12/30/2023 16:27:18,SantaCoder,SantaCoder: don't reach for the stars!,"@misc{allal2023santacoder,       title={SantaCoder: don't reach for the stars!},        author={Loubna Ben Allal and Raymond Li and Denis Kocetkov and Chenghao Mou and Christopher Akiki and Carlos Munoz Ferrandis and Niklas Muennighoff and Mayank Mishra and Alex Gu and Manan Dey and Logesh Kumar Umapathi and Carolyn Jane Anderson and Yangtian Zi and Joel Lamy Poirier and Hailey Schoelkopf and Sergey Troshin and Dmitry Abulkhanov and Manuel Romero and Michael Lappert and Francesco De Toni and Bernardo García del Río and Qian Liu and Shamik Bose and Urvashi Bhattacharyya and Terry Yue Zhuo and Ian Yu and Paulo Villegas and Marco Zocca and Sourab Mangrulkar and David Lansky and Huu Nguyen and Danish Contractor and Luis Villa and Jia Li and Dzmitry Bahdanau and Yacine Jernite and Sean Hughes and Daniel Fried and Arjun Guha and Harm de Vries and Leandro von Werra},       year={2023},       eprint={2301.03988},       archivePrefix={arXiv},       primaryClass={cs.SE} }",\cite{allal2023santacoder},2023,Yes,Yes,Yes,No,The Stack v1.1,"Python, Java, JavaScript","The base training dataset for the experiments in this paper contains 268 GB of Python,
Java and JavaScript files from The Stack v1.1 (Kocetkov et al., 2022) after removing data from optout requests, near-deduplication, PII-redaction (see Section 4), and filtering based on line-length and percentage of alphanumeric characters. This dataset was also decontaminated by removing files that contained test-samples from the following benchmarks: HumanEval (Chen et al., 2021), APPS (Hendrycks et al., 2021), MBPP (Austin et al., 2021) and MultiPL-E (Cassano et al., 2022).",Yes,Yes,
12/30/2023 16:54:15,PanGu-Coder,PanGu-Coder: Program Synthesis with Function-Level Language Modeling,"@misc{christopoulou2022pangucoder,       title={PanGu-Coder: Program Synthesis with Function-Level Language Modeling},        author={Fenia Christopoulou and Gerasimos Lampouras and Milan Gritta and Guchun Zhang and Yinpeng Guo and Zhongqi Li and Qi Zhang and Meng Xiao and Bo Shen and Lin Li and Hao Yu and Li Yan and Pingyi Zhou and Xin Wang and Yuchi Ma and Ignacio Iacobacci and Yasheng Wang and Guangtai Liang and Jiansheng Wei and Xin Jiang and Qianxiang Wang and Qun Liu},       year={2022},       eprint={2207.11280},       archivePrefix={arXiv},       primaryClass={cs.LG} }",\cite{christopoulou2022pangucoder},2022,Yes,Yes,,,,,,,No,"Custom Python GitHub scrape, but only extract functions, so it is not file level."
12/30/2023 16:56:59,PanGu-Coder-FT,PanGu-Coder: Program Synthesis with Function-Level Language Modeling,"@misc{christopoulou2022pangucoder,       title={PanGu-Coder: Program Synthesis with Function-Level Language Modeling},        author={Fenia Christopoulou and Gerasimos Lampouras and Milan Gritta and Guchun Zhang and Yinpeng Guo and Zhongqi Li and Qi Zhang and Meng Xiao and Bo Shen and Lin Li and Hao Yu and Li Yan and Pingyi Zhou and Xin Wang and Yuchi Ma and Ignacio Iacobacci and Yasheng Wang and Guangtai Liang and Jiansheng Wei and Xin Jiang and Qianxiang Wang and Qun Liu},       year={2022},       eprint={2207.11280},       archivePrefix={arXiv},       primaryClass={cs.LG} }",\cite{christopoulou2022pangucoder},2022,Yes,Yes,,,,,,,No,
12/30/2023 17:20:09,PolyCoder,A Systematic Evaluation of Large Language Models of Code,"@misc{xu2022systematic,       title={A Systematic Evaluation of Large Language Models of Code},        author={Frank F. Xu and Uri Alon and Graham Neubig and Vincent J. Hellendoorn},       year={2022},       eprint={2202.13169},       archivePrefix={arXiv},       primaryClass={cs.PL} }",\cite{xu2022systematic},2022,Yes,Yes,No,Yes,,"C, C++, C#, Go, Java, JavaScript, PHP, Python, Ruby, Rust, Scala, TypeScript ","To fill this gap, we train a 2.7 billion model, PolyCoder, on a mixture of
repositories from GitHub in 12 different programming languages.
GitHub is an excellent source for publicly available source code of various programming languages. We cloned the most popular repositories for 12 popular programming languages with at least 50 stars (stopping at about 25K per language to avoid a too heavy skew towards popular programming languages) from GitHub in October 2021. For each project, each file belonging to the majority-language of that project was extracted, yielding the initial training set. This initial, unfiltered dataset spanned 631GB and 38.9M files.",Yes,Yes,
1/2/2024 19:22:58,"GPT-3.5 (code-davinci-002, text-davinci-002, text-davinci-003, gpt-3.5-turbo)",,,,2022,Yes,Yes,No,,,Contains at least all datasets used for training Codex.,,No,Yes,
1/2/2024 19:46:58,PaLM-Coder,PaLM: Scaling Language Modeling with Pathways,"@misc{chowdhery2022palm,       title={PaLM: Scaling Language Modeling with Pathways},        author={Aakanksha Chowdhery and Sharan Narang and Jacob Devlin and Maarten Bosma and Gaurav Mishra and Adam Roberts and Paul Barham and Hyung Won Chung and Charles Sutton and Sebastian Gehrmann and Parker Schuh and Kensen Shi and Sasha Tsvyashchenko and Joshua Maynez and Abhishek Rao and Parker Barnes and Yi Tay and Noam Shazeer and Vinodkumar Prabhakaran and Emily Reif and Nan Du and Ben Hutchinson and Reiner Pope and James Bradbury and Jacob Austin and Michael Isard and Guy Gur-Ari and Pengcheng Yin and Toju Duke and Anselm Levskaya and Sanjay Ghemawat and Sunipa Dev and Henryk Michalewski and Xavier Garcia and Vedant Misra and Kevin Robinson and Liam Fedus and Denny Zhou and Daphne Ippolito and David Luan and Hyeontaek Lim and Barret Zoph and Alexander Spiridonov and Ryan Sepassi and David Dohan and Shivani Agrawal and Mark Omernick and Andrew M. Dai and Thanumalayan Sankaranarayana Pillai and Marie Pellat and Aitor Lewkowycz and Erica Moreira and Rewon Child and Oleksandr Polozov and Katherine Lee and Zongwei Zhou and Xuezhi Wang and Brennan Saeta and Mark Diaz and Orhan Firat and Michele Catasta and Jason Wei and Kathy Meier-Hellstern and Douglas Eck and Jeff Dean and Slav Petrov and Noah Fiedel},       year={2022},       eprint={2204.02311},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{chowdhery2022palm},2022,Yes,Yes,Yes,Yes,"PaLM for pre-training, finetuned on ExtraPythonData ","Java, HTML, JavaScript, Python, C, PHP, C#, C++, XML, Ruby, Go, Matlab, TypeScript, Shell, Rust, SQL, Lua, Notebooks, Dart, Other, Visual Basic, Perl, S, Clojure, Emacs Lisp, TCL","In addition to natural language data, the pretraining dataset also contains code. The source code in the pretraining dataset is obtained from open source repositories on GitHub. We filtered the files by the license included in the repository; copyleft licenses were excluded. We filter the files by filename extension to restrict to one of 24 common programming languages, including Java, HTML, Javascript, Python, PHP, C#, XML, C++, and C, which results in 196GB of source code. Further, we remove duplicates based on Levenshtein
distance between the files because duplicate files are known to be common in source code repositories (Lopes et al., 2017; Allamanis, 2019).
PaLM-Coder. Now we evaluate the effect of further finetuning only on code, akin to performed by Chen et al. (2021). We call the resulting models PaLM-Coder in Table 12. We finetune the 8B, 62B, and 540B PaLM models in two stages: (a) first finetuning for 6.5B tokens on a mixture of 60% Python code from ExtraPythonData, 30% code across languages (from the same source as the pre-training code data, but which was not included in pretraining), and 10% natural language, and (b) finetuning for an additional 1.9B tokens on more Python code from ExtraPythonData. ",No,Yes,
1/2/2024 20:13:02,CodeGPT,CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation,"@misc{lu2021codexglue,       title={CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation},        author={Shuai Lu and Daya Guo and Shuo Ren and Junjie Huang and Alexey Svyatkovskiy and Ambrosio Blanco and Colin Clement and Dawn Drain and Daxin Jiang and Duyu Tang and Ge Li and Lidong Zhou and Linjun Shou and Long Zhou and Michele Tufano and Ming Gong and Ming Zhou and Nan Duan and Neel Sundaresan and Shao Kun Deng and Shengyu Fu and Shujie Liu},       year={2021},       eprint={2102.04664},       archivePrefix={arXiv},       primaryClass={cs.SE} }",\cite{lu2021codexglue},2021,Yes,Yes,,,,,,,No,
1/2/2024 20:14:13,CodeGPT-adapted,CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation,"@misc{lu2021codexglue,       title={CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation},        author={Shuai Lu and Daya Guo and Shuo Ren and Junjie Huang and Alexey Svyatkovskiy and Ambrosio Blanco and Colin Clement and Dawn Drain and Daxin Jiang and Duyu Tang and Ge Li and Lidong Zhou and Linjun Shou and Long Zhou and Michele Tufano and Ming Gong and Ming Zhou and Nan Duan and Neel Sundaresan and Shao Kun Deng and Shengyu Fu and Shujie Liu},       year={2021},       eprint={2102.04664},       archivePrefix={arXiv},       primaryClass={cs.SE} }",\cite{lu2021codexglue},2021,Yes,Yes,,,,,,,No,
1/2/2024 20:40:43,PanGu-Coder2,PanGu-Coder2: Boosting Large Language Models for Code with Ranking Feedback,"@misc{shen2023pangucoder2,       title={PanGu-Coder2: Boosting Large Language Models for Code with Ranking Feedback},        author={Bo Shen and Jiaxin Zhang and Taihong Chen and Daoguang Zan and Bing Geng and An Fu and Muhan Zeng and Ailun Yu and Jichuan Ji and Jingyang Zhao and Yuenan Guo and Qianxiang Wang},       year={2023},       eprint={2307.14936},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{shen2023pangucoder2},2023,Yes,Yes,,,,,,,No,
1/2/2024 21:02:30,Code Llama,Code Llama: Open Foundation Models for Code,"@misc{rozière2023code,       title={Code Llama: Open Foundation Models for Code},        author={Baptiste Rozière and Jonas Gehring and Fabian Gloeckle and Sten Sootla and Itai Gat and Xiaoqing Ellen Tan and Yossi Adi and Jingyu Liu and Tal Remez and Jérémy Rapin and Artyom Kozhevnikov and Ivan Evtimov and Joanna Bitton and Manish Bhatt and Cristian Canton Ferrer and Aaron Grattafiori and Wenhan Xiong and Alexandre Défossez and Jade Copet and Faisal Azhar and Hugo Touvron and Louis Martin and Nicolas Usunier and Thomas Scialom and Gabriel Synnaeve},       year={2023},       eprint={2308.12950},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{rozière2023code},2023,Yes,Yes,No,Yes,Code Llama dataset  + Llama 2 dataset,"At least Python, C++, Java, PHP, TypeScript, C#, and Bash","We train Code Llama on 500B tokens during the initial phase, starting from the 7B, 13B, and 34B versions of Llama 2. As shown in Table 1, Code Llama is trained predominantly on a near-deduplicated dataset of publicly available code. We also source 8% of our samples data from natural language datasets related tocode. This dataset contains many discussions about code and code snippets included in natural language questions or answers. To help the model retain natural language understanding skills, we also sample a small proportion of our batches from a natural language dataset. Data is tokenized via byte pair encoding (BPE, Sennrich et al. (2016)), employing the same tokenizer as Llama and Llama 2. Preliminary experiments suggested that adding batches sampled from our natural language dataset improves the performance of our models on MBPP.",No,Yes,"Not 100% sure if file level, little info about dataset"
1/2/2024 21:18:51,CoditT5,CoditT5: Pretraining for Source Code and Natural Language Editing,"@misc{zhang2022coditt5,       title={CoditT5: Pretraining for Source Code and Natural Language Editing},        author={Jiyang Zhang and Sheena Panthaplackel and Pengyu Nie and Junyi Jessy Li and Milos Gligoric},       year={2022},       eprint={2208.05446},       archivePrefix={arXiv},       primaryClass={cs.SE} }",\cite{zhang2022coditt5},2022,Yes,Yes,,,,,,,No,"Uses CodeSearchNet and other datasets for finetuning, however, none of them uses file level code."
1/2/2024 23:38:58,SPT-Code,SPT-Code: Sequence-to-Sequence Pre-Training for Learning Source Code Representations,"@misc{niu2022sptcode,       title={SPT-Code: Sequence-to-Sequence Pre-Training for Learning Source Code Representations},        author={Changan Niu and Chuanyi Li and Vincent Ng and Jidong Ge and Liguo Huang and Bin Luo},       year={2022},       eprint={2201.01549},       archivePrefix={arXiv},       primaryClass={cs.SE} }",\cite{niu2022sptcode},2022,Yes,Yes,,,,,,,No,
1/2/2024 23:48:43,CuBERT,Learning and Evaluating Contextual Embedding of Source Code,"@misc{kanade2020learning,       title={Learning and Evaluating Contextual Embedding of Source Code},        author={Aditya Kanade and Petros Maniatis and Gogul Balakrishnan and Kensen Shi},       year={2020},       eprint={2001.00059},       archivePrefix={arXiv},       primaryClass={cs.SE} }",\cite{kanade2020learning},2020,Yes,Yes,No,No,"BigQuery, ETH Py150 Open corpus",Python,"We use the ETH Py150 corpus (Raychev et al., 2016) to generate datasets for the fine-tuning tasks. This corpus consists of 150K Python files from GitHub, and is partitioned into a training split (100K files) and a test split (50K files). We held out 10K files from the training split as a validation split. We deduplicated the dataset in the fashion of Allamanis
(2018). Finally, we drop from this corpus those projects for which licensing information was not available or whose licenses restrict use or redistribution. We call the resulting
corpus the ETH Py150 Open corpus.2 This is our Python fine-tuning code corpus, and it consists of 74,749 training files, 8,302 validation files, and 41,457 test files. 
We used the public GitHub repository hosted on Google’s BigQuery platform (the github repos dataset under BigQuery’s public-data project, bigquery-public-data).
We extracted all files ending in .py, under open-source, redistributable licenses, removed symbolic links, and retained only files reported to be in the refs/heads/master
branch. This resulted in about 16.2 million files.",Yes,Yes,
